Year,Country.Name,Country.Code,Country.GDP,Country.Population,Emissions.Production.CH4,Emissions.Production.N2O,Emissions.Production.CO2.Cement,Emissions.Production.CO2.Coal,Emissions.Production.CO2.Gas,Emissions.Production.CO2.Oil,Emissions.Production.CO2.Flaring,Emissions.Production.CO2.Other,Emissions.Production.CO2.Total,Emissions.Global Share.CO2.Cement,Emissions.Global Share.CO2.Coal,Emissions.Global Share.CO2.Gas,Emissions.Global Share.CO2.Oil,Emissions.Global Share.CO2.Flaring,Emissions.Global Share.CO2.Total
1998,Syria,SYR,1.36276E+11,15599588,44.65,4.36,1.809,0.011,10.941,34.504,2.492,0,49.756,0.28,0,0.24,0.35,1.08,0.21
1999,Syria,SYR,1.27372E+11,16013992,44.82,4.31,2,0.011,11.201,36.032,2.528,0,51.772,0.29,0,0.24,0.36,1.13,0.21
2000,Syria,SYR,1.25737E+11,16410848,44.45,4.22,1.79,0.011,11.314,34.838,2.528,0,50.481,0.25,0,0.24,0.34,0.94,0.2
2001,Syria,SYR,1.25803E+11,16766555,43.56,3.89,1.897,0.011,10.365,34.306,1.561,0,48.14,0.25,0,0.22,0.33,0.57,0.19
2002,Syria,SYR,1.28538E+11,17084628,44.88,4.25,1.737,0.007,12.613,22.968,1.114,0,38.439,0.22,0,0.26,0.22,0.39,0.15
2003,Syria,SYR,1.21573E+11,17415214,44.48,4.58,1.754,0.011,12.702,37.627,1.487,0.001,53.582,0.21,0,0.25,0.35,0.52,0.2
2004,Syria,SYR,1.25609E+11,17827826,37.52,4.74,1.694,0.011,13.167,33.988,1.524,0.001,50.385,0.19,0,0.25,0.31,0.49,0.18
2005,Syria,SYR,1.29116E+11,18361178,36.44,5.28,1.638,0.011,11.314,35.432,1.487,0,49.882,0.17,0,0.21,0.32,0.45,0.17
2006,Syria,SYR,1.31436E+11,19059258,35.55,5.62,1.696,0.011,11.684,38.242,1.209,0,52.841,0.16,0,0.21,0.34,0.36,0.17
2007,Syria,SYR,1.34656E+11,19878258,34.93,5.64,1.848,0.011,11.498,51.34,1.022,0,65.719,0.16,0,0.2,0.46,0.29,0.21
2008,Syria,SYR,1.3628E+11,20664038,34.07,5.2,1.91,0.011,11.201,52.919,0.835,0.001,66.877,0.17,0,0.19,0.47,0.23,0.21
2009,Syria,SYR,1.39559E+11,21205874,35.18,4.83,1.861,0.011,13.761,45.185,0.744,0,61.562,0.16,0,0.24,0.41,0.2,0.19
2010,Syria,SYR,1.39183E+11,21362542,36.57,4.01,2.151,0.011,17.858,39.842,0.854,0.001,60.717,0.17,0,0.29,0.35,0.23,0.18
2011,Syria,SYR,1.25946E+11,21081814,34.2,4.44,1.769,0.011,15.058,39.664,1.282,0.001,57.785,0.13,0,0.24,0.35,0.36,0.17
2012,Syria,SYR,98618941440,20438862,24.89,4.23,2.087,0.004,11.962,32.417,0.762,0,47.231,0.15,0,0.18,0.28,0.21,0.14
2013,Syria,SYR,80675889152,19578466,18.59,3.52,1.393,0.004,9.829,21.985,1.022,0.001,34.234,0.1,0,0.15,0.19,0.28,0.1
2014,Syria,SYR,66107252736,18710710,17.02,3.38,0.646,0.004,9.086,20.454,0.652,0,30.841,0.04,0,0.14,0.18,0.17,0.09
2015,Syria,SYR,54829457408,17997410,16.4,3.2,0.646,0.004,7.973,18.983,0.557,0,28.163,0.04,0,0.12,0.16,0.15,0.08
2016,Syria,SYR,53942173696,17465566,15.82,3.09,0.559,0.004,6.954,20.449,1.114,0,29.079,0.04,0,0.1,0.17,0.29,0.08
2017,Syria,SYR,55368777728,17095670,17,2.74,0.559,0.004,6.863,22.768,1.858,0,32.051,0.04,0,0.1,0.19,0.44,0.09
2018,Syria,SYR,56710615040,16945062,15.82,2.62,0.559,0.004,6.825,21.307,1.671,0,30.366,0.04,0,0.09,0.17,0.41,0.08
1992,Tajikistan,TJK,15578967040,5502490,4.38,1.56,0.196,0.934,3.221,2.957,0,0,7.308,0.04,0.01,0.08,0.03,0,0.03
1993,Tajikistan,TJK,13768157184,5593317,4.11,1.32,0.147,0.52,2.706,1.798,0,8.88E-16,5.171,0.03,0.01,0.07,0.02,0,0.02
1994,Tajikistan,TJK,10806555648,5679169,3.63,1.26,0.098,0.114,1.488,0.656,0,0,2.355,0.02,0,0.04,0.01,0,0.01
1995,Tajikistan,TJK,9460370432,5764806,3.38,1.21,0.049,0.051,1.674,0.671,0,0,2.445,0.01,0,0.04,0.01,0,0.01
1996,Tajikistan,TJK,8989076480,5851354,3.12,1.12,0.025,0.022,2.147,0.63,0,4.44E-16,2.824,0,0,0.05,0.01,0,0.01
1997,Tajikistan,TJK,9105128448,5938404,3.08,1.16,0.018,0.062,1.44,0.63,0,4.44E-16,2.15,0,0,0.03,0.01,0,0.01
1998,Tajikistan,TJK,9509147648,6027395,2.9,1.04,0.009,0.048,1.473,0.967,0,0,2.497,0,0,0.03,0.01,0,0.01
1999,Tajikistan,TJK,9907040256,6119664,2.79,0.92,0.015,0.033,1.466,1.004,0,0,2.517,0,0,0.03,0.01,0,0.01
2000,Tajikistan,TJK,10735309824,6216329,2.8,0.92,0.024,0.044,1.436,0.729,0,0.001,2.234,0,0,0.03,0.01,0,0.01
2001,Tajikistan,TJK,11697939456,6318510,2.86,0.95,0.034,0.066,1.407,0.78,0,0.001,2.288,0,0,0.03,0.01,0,0.01
2002,Tajikistan,TJK,12792779776,6426861,2.88,1.01,0.049,0.081,0.978,0.769,0,2.22E-16,1.877,0.01,0,0.02,0.01,0,0.01
2003,Tajikistan,TJK,14027435008,6541550,3.03,1.01,0.081,0.106,1.052,0.832,0,0,2.071,0.01,0,0.02,0.01,0,0.01
2004,Tajikistan,TJK,15391066112,6662391,3.12,1.07,0.095,0.161,1.227,1.077,0,0,2.56,0.01,0,0.02,0.01,0,0.01
2005,Tajikistan,TJK,16469403648,6789318,3.31,1.1,0.124,0.169,1.229,0.917,0,0,2.439,0.01,0,0.02,0.01,0,0.01
2006,Tajikistan,TJK,17531570176,6922590,3.47,1.24,0.138,0.176,1.231,1.11,0,0,2.655,0.01,0,0.02,0.01,0,0.01
2007,Tajikistan,TJK,18732054528,7062667,3.59,1.27,0.153,0.315,1.238,1.521,0,0,3.227,0.01,0,0.02,0.01,0,0.01
2008,Tajikistan,TJK,20204808192,7209924,4.04,1.45,0.093,0.341,0.989,1.473,0,0,2.896,0.01,0,0.02,0.01,0,0.01
2009,Tajikistan,TJK,20972316672,7364752,4.28,1.55,0.095,0.308,0.443,1.598,0,0,2.444,0.01,0,0.01,0.01,0,0.01
2010,Tajikistan,TJK,22280812544,7527397,4.33,1.57,0.144,0.338,0.367,1.688,0,0,2.536,0.01,0,0.01,0.01,0,0.01
2011,Tajikistan,TJK,23726721024,7697507,4.48,1.59,0.146,0.37,0.37,1.455,0,0,2.341,0.01,0,0.01,0.01,0,0.01
2012,Tajikistan,TJK,25517533184,7874838,4.74,1.7,0.123,0.703,0.271,1.837,0,0,2.933,0.01,0,0,0.02,0,0.01
2013,Tajikistan,TJK,27454017536,8059782,4.91,1.79,0.188,0.875,0.007,1.837,0,0,2.907,0.01,0.01,0,0.02,0,0.01
2014,Tajikistan,TJK,29249296384,8252828,5.02,1.86,0.562,1.479,0.007,2.552,0,0,4.6,0.04,0.01,0,0.02,0,0.01
2015,Tajikistan,TJK,31037368320,8454019,5.23,1.94,0.693,1.759,0.007,2.843,0,0,5.302,0.05,0.01,0,0.02,0,0.01
2016,Tajikistan,TJK,33246705664,8663575,5.46,1.95,0.665,2.988,0.007,2.779,0,0.001,6.44,0.04,0.02,0,0.02,0,0.02
2017,Tajikistan,TJK,35607220224,8880270,5.54,1.98,1.523,3.963,0.004,2.375,0,0,7.865,0.1,0.03,0,0.02,0,0.02
2018,Tajikistan,TJK,38206550016,9100847,5.58,1.99,1.879,4.192,0.11,2.928,0,0,9.108,0.12,0.03,0,0.02,0,0.02
1992,Tanzania,TZA,23885627392,26961204,25.06,19.54,0.221,0.011,0,1.946,0,0,2.178,0.04,0,0,0.02,0,0.01
1993,Tanzania,TZA,24817405952,27887204,25.51,19.65,0.221,0.264,0,1.941,0,0,2.426,0.04,0,0,0.02,0,0.01
1994,Tanzania,TZA,25898516480,28792648,26.14,19.76,0.129,0.15,0,1.784,0,4.44E-16,2.063,0.02,0,0,0.02,0,0.01
1995,Tanzania,TZA,27505913856,29649128,28.31,20.93,0.243,0.114,0,2.077,0,4.44E-16,2.434,0.04,0,0,0.02,0,0.01
1996,Tanzania,TZA,29552889856,30444524,25.07,17.16,0.295,0.15,0,2.081,0,0.001,2.527,0.05,0,0,0.02,0,0.01
1997,Tanzania,TZA,31408193536,31192854,24.92,17.14,0.252,0.073,0,2.499,0,0,2.824,0.04,0,0,0.03,0,0.01
1998,Tanzania,TZA,33434640384,31924202,27.78,18.68,0.316,0.121,0,2.045,0,0,2.481,0.05,0,0,0.02,0,0.01
1999,Tanzania,TZA,36002058240,32682240,27.85,18.86,0.337,0.198,0,1.924,0,0,2.459,0.05,0,0,0.02,0,0.01
2000,Tanzania,TZA,38757965824,33499176,26.32,17.38,0.337,0.209,0,2.026,0,0,2.572,0.05,0,0,0.02,0,0.01
2001,Tanzania,TZA,42179645440,34385848,28.47,19.8,0.362,0.205,0,2.473,0,0.001,3.041,0.05,0,0,0.02,0,0.01
2002,Tanzania,TZA,46307549184,35334788,31.33,21.99,0.412,0.209,0,2.865,0,0,3.486,0.05,0,0,0.03,0,0.01
2003,Tanzania,TZA,50559131648,36337776,35.6,25.86,0.474,0.147,0,3.067,0,0,3.687,0.06,0,0,0.03,0,0.01
2004,Tanzania,TZA,55646048256,37379764,34.51,24.83,0.51,0.172,0.245,3.294,0.011,0,4.232,0.06,0,0,0.03,0,0.01
2005,Tanzania,TZA,60800811008,38450324,37.5,27.22,0.541,0.081,0.678,4.056,0.004,0,5.359,0.06,0,0.01,0.04,0,0.02
2006,Tanzania,TZA,65321259008,39548664,34.93,24.14,0.538,0.048,0.945,4.346,0.004,0,5.88,0.05,0,0.02,0.04,0,0.02
2007,Tanzania,TZA,72742379520,40681416,35.88,25.47,0.631,0.073,1.018,3.984,0.004,0,5.71,0.06,0,0.02,0.04,0,0.02
2008,Tanzania,TZA,78843625472,41853944,37.86,25.94,0.675,0.04,1.052,4.144,0.004,8.88E-16,5.915,0.06,0,0.02,0.04,0,0.02
2009,Tanzania,TZA,85283995648,43073828,38.91,27.2,0.747,0,1.242,3.778,0.004,8.88E-16,5.771,0.06,0,0.02,0.03,0,0.02
2010,Tanzania,TZA,93138952192,44346532,40.59,27.58,0.892,0,1.472,4.559,0.004,0,6.927,0.07,0,0.02,0.04,0,0.02
2011,Tanzania,TZA,1.03207E+11,45673520,41.4,27.25,0.921,0.216,1.626,4.984,0.004,0.001,7.752,0.07,0,0.03,0.04,0,0.02
2012,Tanzania,TZA,1.08489E+11,47053032,42.47,29.07,0.987,0.209,1.858,6.004,0.004,0,9.062,0.07,0,0.03,0.05,0,0.03
2013,Tanzania,TZA,1.16367E+11,48483132,43.46,28.99,0.913,0.227,1.868,6.897,0.004,0,9.909,0.06,0,0.03,0.06,0,0.03
2014,Tanzania,TZA,1.24482E+11,49960564,44.18,29.04,1.088,0.652,1.74,6.416,0.004,0,9.9,0.07,0,0.03,0.06,0,0.03
2015,Tanzania,TZA,1.33146E+11,51482636,47.26,31.19,1.215,0.682,1.674,7.064,0.004,0,10.639,0.08,0,0.02,0.06,0,0.03
2016,Tanzania,TZA,1.41909E+11,53049232,46.73,30.99,1.577,0.733,1.59,6.969,0.004,0,10.873,0.11,0.01,0.02,0.06,0,0.03
2017,Tanzania,TZA,1.5152E+11,54660344,45.97,30.11,1.627,1.495,1.484,6.797,0.004,0,11.407,0.11,0.01,0.02,0.06,0,0.03
2018,Tanzania,TZA,1.62053E+11,56313444,45.49,29.59,1.747,1.667,1.425,6.948,0.004,0,11.791,0.11,0.01,0.02,0.06,0,0.03
1992,Thailand,THA,4.76583E+11,57811024,59.3,16.66,9.267,16.686,14.803,65.208,0,0,105.964,1.73,0.2,0.37,0.71,0,0.47
1993,Thailand,THA,5.14626E+11,58337772,59.19,17.87,11.409,18.118,16.69,74.694,0,0,120.911,2.05,0.21,0.41,0.81,0,0.53
1994,Thailand,THA,5.52247E+11,58875272,59.5,17.99,12.699,20.529,18.767,81.304,0,0,133.299,2.14,0.24,0.46,0.88,0,0.58
1995,Thailand,THA,5.93302E+11,59467272,59.79,17.43,14.827,24.072,19.489,97.129,0,0,155.517,2.37,0.27,0.46,1.04,0,0.66
1996,Thailand,THA,6.22896E+11,60130192,60.89,17.13,16.467,30.324,22.105,104.833,0,2.84E-14,173.729,2.58,0.34,0.5,1.09,0,0.72
1997,Thailand,THA,6.01921E+11,60846588,64.2,16.59,15.777,30.411,27.575,104.831,0,0,178.594,2.39,0.34,0.62,1.07,0,0.73
1998,Thailand,THA,5.52406E+11,61585100,64.55,17.19,9.661,24.519,28.641,95.324,0,0,158.145,1.48,0.28,0.64,0.97,0,0.65
1999,Thailand,THA,5.74009E+11,62298572,65.95,17.63,10.784,27.758,30.928,95.517,0,0,164.987,1.57,0.32,0.67,0.95,0,0.67
2000,Thailand,THA,5.95847E+11,62952640,66.41,16.44,10.848,30.084,35.445,92.422,0,0.001,168.8,1.51,0.33,0.75,0.9,0,0.67
2001,Thailand,THA,6.12467E+11,63539192,66.92,16.88,11.846,34.761,45.405,88.696,0,0,180.708,1.58,0.38,0.95,0.85,0,0.71
2002,Thailand,THA,6.45972E+11,64069092,66.25,17.87,13.41,35.116,48.548,93.736,0,2.84E-14,190.81,1.7,0.37,0.99,0.9,0,0.73
2003,Thailand,THA,6.88026E+11,64549868,69.45,19.61,13.736,37.637,49.222,101.398,0,0,201.993,1.62,0.37,0.97,0.95,0,0.74
2004,Thailand,THA,7.26679E+11,64995304,71.34,20.41,15.006,42.202,50.025,109.938,0,0,217.171,1.65,0.39,0.95,1,0,0.76
2005,Thailand,THA,7.52298E+11,65416188,72.09,19.09,15.912,41.194,54.04,111.844,0,2.84E-14,222.99,1.66,0.36,1,1.01,0,0.75
2006,Thailand,THA,7.84687E+11,65812540,72.06,18.78,16.416,45.254,54.942,109.718,0,0.001,226.331,1.57,0.37,1,0.98,0,0.74
2007,Thailand,THA,8.22075E+11,66182064,76.76,22.07,14.7,51.607,57.774,105.329,0,0,229.41,1.31,0.4,1.01,0.94,0,0.73
2008,Thailand,THA,8.30943E+11,66530976,76.49,20.45,13.127,56.301,60.291,97.155,0,0,226.873,1.15,0.43,1.03,0.87,0,0.71
2009,Thailand,THA,8.20031E+11,66866836,78.51,22.97,14.091,52.978,71.657,103.548,0,0,242.274,1.2,0.41,1.24,0.94,0,0.77
2010,Thailand,THA,8.76004E+11,67195032,82.22,23.63,12.104,56.144,80.983,106.173,0,0.001,255.405,0.97,0.4,1.3,0.94,0,0.77
2011,Thailand,THA,8.77821E+11,67518384,80.63,22.73,12.84,62.9,70.495,107.377,0,0,253.612,0.96,0.43,1.11,0.95,0,0.74
2012,Thailand,THA,9.41351E+11,67835968,82.07,23.65,13.136,63.303,80.546,113.284,0,0,270.268,0.95,0.42,1.24,0.99,0,0.77
2013,Thailand,THA,9.67124E+11,68144512,80.27,22.9,14.926,66.219,86.621,119.831,0,0.001,287.598,1.04,0.44,1.32,1.03,0,0.82
2014,Thailand,THA,9.75956E+11,68438752,76.76,22.78,15.154,60.866,86.59,120.038,0,5.68E-14,282.648,1.01,0.4,1.3,1.03,0,0.8
2015,Thailand,THA,1.00462E+12,68714512,72.13,21.17,15.182,64.618,86.39,119.498,0,0,285.688,1.06,0.44,1.27,1.01,0,0.8
2016,Thailand,THA,1.03707E+12,68971312,75.42,22.47,16.743,59.1,84.539,123.052,0,0.001,283.435,1.13,0.41,1.21,1.03,0,0.8
2017,Thailand,THA,1.07923E+12,69209824,75.27,24.09,14.08,62.764,82.414,126.701,0,0.001,285.96,0.94,0.43,1.16,1.04,0,0.8
2018,Thailand,THA,1.12403E+12,69428456,74.32,21.99,15.091,60.588,81.268,119.23,0,0,276.177,0.96,0.41,1.09,0.98,0,0.75
1992,Tunisia,TUN,49384853504,8613855,5.19,2.14,1.873,0.279,2.584,9.95,0.205,1.78E-15,14.891,0.35,0,0.07,0.11,0.09,0.07
1993,Tunisia,TUN,50757980160,8795934,5.06,2.2,1.993,0.289,2.488,11.329,0.253,0.001,16.353,0.36,0,0.06,0.12,0.11,0.07
1994,Tunisia,TUN,52754300928,8967916,4.82,2.15,2.144,0.264,3.427,9.679,0.264,0,15.777,0.36,0,0.08,0.1,0.11,0.07
1995,Tunisia,TUN,54252470272,9125400,4.95,2.15,2.291,0.238,3.753,9.005,0.26,0,15.547,0.37,0,0.09,0.1,0.11,0.07
1996,Tunisia,TUN,58083459072,9267335,5.32,2.6,2.112,0.238,3.991,9.987,0.253,0,16.581,0.33,0,0.09,0.1,0.11,0.07
1997,Tunisia,TUN,61515624448,9395119,5.39,2.49,2.039,0.26,4.297,9.894,0.256,0.001,16.747,0.31,0,0.1,0.1,0.11,0.07
1998,Tunisia,TUN,64700510208,9509862,5.72,2.74,2.108,0.209,4.807,10.424,0.26,0.001,17.809,0.32,0,0.11,0.11,0.11,0.07
1999,Tunisia,TUN,68718194688,9613587,6.02,2.89,2.228,0.297,5.027,10.307,0.26,0,18.119,0.33,0,0.11,0.1,0.12,0.07
2000,Tunisia,TUN,71818829824,9708347,6.18,2.97,2.583,0.278,5.335,11.216,0.26,0,19.672,0.36,0,0.11,0.11,0.1,0.08
2001,Tunisia,TUN,75444600832,9793915,6.21,2.95,2.596,0.256,5.914,11.512,0.267,0.001,20.546,0.35,0,0.12,0.11,0.1,0.08
2002,Tunisia,TUN,76877553664,9871261,6.26,2.88,2.715,0.216,5.914,11.443,0.271,0,20.559,0.34,0,0.12,0.11,0.09,0.08
2003,Tunisia,TUN,81240031232,9945282,6.18,2.98,2.705,0.062,6.245,11.661,0.253,0,20.926,0.32,0,0.12,0.11,0.09,0.08
2004,Tunisia,TUN,86232260608,10022278,6.35,3.07,2.965,0,6.515,12.161,0.286,0,21.927,0.33,0,0.12,0.11,0.09,0.08
2005,Tunisia,TUN,89804308480,10106778,6.46,3.14,2.959,0,6.709,12.311,0.289,0.001,22.269,0.31,0,0.12,0.11,0.09,0.08
2006,Tunisia,TUN,95016263680,10201211,6.64,3.14,3.084,0,6.896,12.326,0.297,0,22.602,0.29,0,0.12,0.11,0.09,0.07
2007,Tunisia,TUN,1.01102E+11,10304729,6.96,3.28,3.108,0,8.051,12.225,0.3,0,23.684,0.28,0,0.14,0.11,0.09,0.08
2008,Tunisia,TUN,1.05766E+11,10414425,7.05,3.18,3.295,0,8.766,11.972,0.3,0,24.333,0.29,0,0.15,0.11,0.08,0.08
2009,Tunisia,TUN,1.093E+11,10525691,7.1,3.37,3.297,0,9.12,11.553,0.352,0,24.321,0.28,0,0.16,0.11,0.1,0.08
2010,Tunisia,TUN,1.12485E+11,10635245,7.32,3.33,3.487,0.055,11.637,11.498,0.425,0,27.101,0.28,0,0.19,0.1,0.12,0.08
2011,Tunisia,TUN,1.1076E+11,10741872,7.33,3.34,3.04,0.044,11.267,10.772,0.403,0,25.526,0.23,0,0.18,0.1,0.11,0.07
2012,Tunisia,TUN,1.15305E+11,10846993,7.46,3.35,2.933,0,12.157,10.823,0.392,0.001,26.306,0.21,0,0.19,0.09,0.11,0.08
2013,Tunisia,TUN,1.18417E+11,10952949,7.37,3.07,2.96,0,12.124,11.388,0.392,0,26.864,0.21,0,0.19,0.1,0.11,0.08
2014,Tunisia,TUN,1.21401E+11,11063195,7.41,3.18,3.634,0,12.057,11.851,0.352,0,27.894,0.24,0,0.18,0.1,0.09,0.08
2015,Tunisia,TUN,1.2304E+11,11179951,7.14,3.13,3.785,0,11.571,13.571,0.344,0.001,29.272,0.26,0,0.17,0.11,0.09,0.08
2016,Tunisia,TUN,1.24552E+11,11303942,6.95,3.26,3.594,0,11.934,13.183,0.297,0,29.008,0.24,0,0.17,0.11,0.08,0.08
2017,Tunisia,TUN,1.2694E+11,11433438,6.84,3.19,3.206,0,12.439,13.297,0.289,0,29.231,0.21,0,0.17,0.11,0.07,0.08
2018,Tunisia,TUN,1.30322E+11,11565203,6.93,3.2,3.125,0,12.584,13.379,0.275,0,29.363,0.2,0,0.17,0.11,0.07,0.08
1992,Turkey,TUR,5.38702E+11,55748944,37.73,26.57,13.265,74.934,9.926,63.249,0.254,2.294,163.922,2.48,0.89,0.25,0.69,0.11,0.73
1993,Turkey,TUR,5.91946E+11,56653808,37.58,27.58,13.049,70.419,11.088,73.155,0.231,3.069,171.011,2.35,0.83,0.27,0.8,0.1,0.75
1994,Turkey,TUR,5.69083E+11,57564212,37.03,24.76,13.493,68.433,11.348,70.649,0.219,3.291,167.433,2.28,0.8,0.28,0.77,0.09,0.73
1995,Turkey,TUR,6.20397E+11,58486452,36.97,25.12,14.133,70.621,14.441,78.082,0.209,3.417,180.903,2.26,0.8,0.34,0.84,0.09,0.77
1996,Turkey,TUR,6.75112E+11,59423276,36.9,25.69,14.662,82.558,16.82,82.131,0.208,3.143,199.522,2.29,0.91,0.38,0.85,0.09,0.83
1997,Turkey,TUR,7.38355E+11,60372572,37.65,25.77,15.105,90.41,20.788,81.936,0.206,3.561,212.006,2.29,1,0.47,0.84,0.09,0.87
1998,Turkey,TUR,7.73999E+11,61329664,37.22,27.06,15.292,93.913,21.658,77.52,0.194,3.463,212.04,2.34,1.07,0.48,0.79,0.08,0.88
1999,Turkey,TUR,7.45796E+11,62287392,38.16,27,14.59,84.161,26.718,78.897,0.178,3.26,207.804,2.13,0.97,0.58,0.78,0.08,0.85
2000,Turkey,TUR,8.07551E+11,63240196,38.78,26.52,15.184,98.456,30.118,82.631,0.168,3.234,229.791,2.12,1.09,0.64,0.8,0.06,0.91
2001,Turkey,TUR,7.53327E+11,64192244,37.97,23.95,15.087,84.469,32.578,78.181,0.155,3.016,213.486,2.02,0.93,0.68,0.75,0.06,0.84
2002,Turkey,TUR,8.18938E+11,65145356,37.34,24.31,15.513,87.191,34.764,80.138,0.148,3.224,220.978,1.97,0.92,0.71,0.77,0.05,0.85
2003,Turkey,TUR,8.72922E+11,66089400,37.02,24.8,16.022,91.942,43.191,81.716,0.145,3.468,236.484,1.89,0.9,0.85,0.77,0.05,0.86
2004,Turkey,TUR,9.57901E+11,67010928,37.08,24.97,17.207,93.305,44.365,85.69,0.14,3.757,244.464,1.9,0.86,0.84,0.78,0.05,0.85
2005,Turkey,TUR,1.04662E+12,67903464,38.45,25.38,19.117,102.006,54.853,83.954,0.142,4.129,264.201,1.99,0.88,1.02,0.76,0.04,0.89
2006,Turkey,TUR,1.12834E+12,68756816,39.8,26.9,20.841,111.514,62.159,82.535,0.135,4.465,281.649,1.99,0.91,1.13,0.74,0.04,0.92
2007,Turkey,TUR,1.19169E+12,69581848,42.27,25.68,22.78,125.958,71.985,87.131,0.133,4.75,312.737,2.03,0.98,1.26,0.77,0.04,0.99
2008,Turkey,TUR,1.21376E+12,70418608,42.84,23.83,24.837,122.73,71.544,85.825,0.135,4.25,309.321,2.18,0.93,1.22,0.77,0.04,0.96
2009,Turkey,TUR,1.15502E+12,71321408,42.41,26.78,26.558,130.272,71.354,83.353,0.138,3.685,315.36,2.27,1,1.24,0.76,0.04,1
2010,Turkey,TUR,1.27614E+12,72326992,42.38,26.26,29.284,129.478,71.64,79.712,0.156,4.11,314.38,2.35,0.93,1.15,0.7,0.04,0.94
2011,Turkey,TUR,1.40399E+12,73443256,44,26.15,30.527,135.078,86.019,82.936,0.151,4.771,339.482,2.27,0.91,1.35,0.73,0.04,0.98
2012,Turkey,TUR,1.44192E+12,74651048,45.46,28.31,30.449,141.429,87.081,88.628,0.144,5.935,353.666,2.21,0.95,1.34,0.77,0.04,1.01
2013,Turkey,TUR,1.51023E+12,75925456,44.42,30.78,32.995,125.254,86.684,93.519,0.146,6.623,345.221,2.29,0.83,1.32,0.81,0.04,0.98
2014,Turkey,TUR,1.57059E+12,77229264,46.62,30.61,33.472,130.156,93.528,97.992,0.145,6.382,361.675,2.24,0.86,1.4,0.84,0.04,1.02
2015,Turkey,TUR,1.63784E+12,78529416,42.51,31.02,32.619,138.651,96.419,107.628,0.155,5.86,381.332,2.27,0.94,1.42,0.91,0.04,1.07
2016,Turkey,TUR,1.4985E+12,79827864,44.56,33.27,35.716,151.353,91.841,115.883,0.158,6.289,401.24,2.42,1.05,1.32,0.97,0.04,1.13
2017,Turkey,TUR,1.61046E+12,81116456,44.98,32.87,37.272,157.711,104.739,118.448,0.157,7.002,425.329,2.48,1.09,1.47,0.98,0.04,1.18
2018,Turkey,TUR,1.65598E+12,82340096,47.1,32.69,37.026,163.326,95.932,116.186,0.174,6.793,419.437,2.36,1.11,1.29,0.95,0.04,1.14
1992,Ukraine,UKR,4.2171E+11,51415956,81.65,36.07,8.679,245.344,196.908,129.12,2.709,6.3,589.06,1.62,2.91,4.97,1.41,1.14,2.61
1993,Ukraine,UKR,3.67894E+11,51316012,78,31.64,6.398,235.88,165.746,94.482,2.437,5.257,510.2,1.15,2.77,4.07,1.03,1.04,2.24
1994,Ukraine,UKR,2.88419E+11,51147768,74.35,29.16,4.991,185.817,144.081,77.58,2.277,4.52,419.266,0.84,2.17,3.51,0.84,0.96,1.83
1995,Ukraine,UKR,2.57478E+11,50903780,69.99,26.39,3.408,174.093,133.841,72.31,2.226,3.987,389.865,0.54,1.97,3.18,0.77,0.95,1.66
1996,Ukraine,UKR,2.35603E+11,50580468,66.1,22.88,2.161,146.215,137.539,60.779,2.231,2.484,351.409,0.34,1.62,3.12,0.63,0.94,1.45
1997,Ukraine,UKR,2.32333E+11,50187280,60.27,22.6,2.415,154.305,129.447,49.468,2.212,2.396,340.243,0.37,1.71,2.93,0.51,0.91,1.4
1998,Ukraine,UKR,2.31737E+11,49746524,53.9,20,2.788,123.079,155.69,42.555,2.191,2.276,328.579,0.43,1.4,3.47,0.43,0.95,1.36
1999,Ukraine,UKR,2.35148E+11,49288740,52.28,18.77,2.535,123.714,129.966,37.554,2.145,2.29,298.204,0.37,1.42,2.81,0.37,0.96,1.22
2000,Ukraine,UKR,2.53196E+11,48838060,49.9,18.58,2.261,122.878,123.973,31.628,2.147,2.45,285.337,0.32,1.36,2.62,0.31,0.8,1.13
2001,Ukraine,UKR,2.8111E+11,48401648,47.38,18.92,2.475,131.831,130.104,33.994,2.191,2.964,303.559,0.33,1.45,2.72,0.33,0.81,1.19
2002,Ukraine,UKR,3.01087E+11,47980032,47.64,19.87,2.817,136.228,116.058,35.368,2.178,3.024,295.673,0.36,1.44,2.36,0.34,0.76,1.14
2003,Ukraine,UKR,3.35257E+11,47582464,47.4,18.7,3.612,132.444,128.058,37.268,2.379,3.256,307.017,0.43,1.29,2.51,0.35,0.82,1.12
2004,Ukraine,UKR,3.81078E+11,47217488,44.92,18.18,4.264,135.323,128.054,36.561,2.573,3.588,310.363,0.47,1.24,2.43,0.33,0.83,1.08
2005,Ukraine,UKR,3.99366E+11,46890772,43.57,18.09,4.785,135.905,129.9,36.31,2.472,3.746,313.118,0.5,1.17,2.41,0.33,0.74,1.06
2006,Ukraine,UKR,4.36787E+11,46607400,41.81,18.35,5.484,154.04,126.29,40.565,2.49,3.801,332.67,0.52,1.26,2.29,0.36,0.75,1.09
2007,Ukraine,UKR,4.80581E+11,46366348,41.52,19.46,6.164,161.469,118.977,43.133,2.618,4.003,336.364,0.55,1.26,2.09,0.38,0.75,1.07
2008,Ukraine,UKR,4.99592E+11,46158712,39.62,21.15,6.294,154.64,114.356,43.887,2.696,3.66,325.533,0.55,1.17,1.95,0.39,0.74,1.02
