,Year,Country.Name,Country.Code,Country.GDP,Country.Population,Emissions.Production.CH4,Emissions.Production.N2O,Emissions.Production.CO2.Cement,Emissions.Production.CO2.Coal,Emissions.Production.CO2.Gas,Emissions.Production.CO2.Oil,Emissions.Production.CO2.Flaring,Emissions.Production.CO2.Other,Emissions.Production.CO2.Total,Emissions.Global Share.CO2.Cement,Emissions.Global Share.CO2.Coal,Emissions.Global Share.CO2.Gas,Emissions.Global Share.CO2.Oil,Emissions.Global Share.CO2.Flaring,Emissions.Global Share.CO2.Total,Country_Year
1439,2000,Moldova,MDA,12554040320.0,4202659,3.86,0.78,0.173,0.366,1.751,1.282,0.0,0.001,3.573,0.02,0.0,0.04,0.01,0.0,0.01,Moldova_2000
1441,2002,Moldova,MDA,13857802240.0,4178228,3.65,0.87,0.219,0.278,1.924,1.63,0.0,0.001,4.052,0.03,0.0,0.04,0.02,0.0,0.02,Moldova_2002
1442,2003,Moldova,MDA,14513543168.0,4173276,3.7,0.83,0.246,0.337,2.056,1.766,0.0,0.0,4.404,0.03,0.0,0.04,0.02,0.0,0.02,Moldova_2003
1443,2004,Moldova,MDA,15302827008.0,4167962,3.63,0.87,0.283,0.319,2.103,1.909,0.0,0.0,4.613,0.03,0.0,0.04,0.02,0.0,0.02,Moldova_2004
1444,2005,Moldova,MDA,16157469696.0,4159296,3.55,0.86,0.365,0.286,2.365,1.921,0.0,0.001,4.938,0.04,0.0,0.04,0.02,0.0,0.02,Moldova_2005
1445,2006,Moldova,MDA,16628243456.0,4146264,3.44,0.82,0.457,0.344,2.36,1.869,0.0,0.0,5.03,0.04,0.0,0.04,0.02,0.0,0.02,Moldova_2006
1446,2007,Moldova,MDA,16819761152.0,4130129,3.49,0.82,0.703,0.169,2.176,1.931,0.0,0.0,4.979,0.06,0.0,0.04,0.02,0.0,0.02,Moldova_2007
1447,2008,Moldova,MDA,17815152640.0,4112886,3.32,0.83,0.79,0.326,2.041,2.034,0.0,0.0,5.19,0.07,0.0,0.03,0.02,0.0,0.02,Moldova_2008
1448,2009,Moldova,MDA,16449232896.0,4097515,3.24,0.73,0.341,0.348,1.876,1.975,0.0,0.0,4.54,0.03,0.0,0.03,0.02,0.0,0.01,Moldova_2009
1449,2010,Moldova,MDA,17302214656.0,4086090,3.41,0.81,0.35,0.326,1.982,2.173,0.0,8.88e-16,4.831,0.03,0.0,0.03,0.02,0.0,0.01,Moldova_2010
1450,2011,Moldova,MDA,18154272768.0,4079167,3.45,0.88,0.427,0.333,1.916,2.268,0.0,0.001,4.945,0.03,0.0,0.03,0.02,0.0,0.01,Moldova_2011
1451,2012,Moldova,MDA,18018830336.0,4075804,3.44,0.85,0.442,0.414,1.825,2.085,0.0,0.0,4.766,0.03,0.0,0.03,0.02,0.0,0.01,Moldova_2012
1452,2013,Moldova,MDA,19713341440.0,4074585,3.43,0.95,0.477,0.553,1.722,2.147,0.0,0.0,4.899,0.03,0.0,0.03,0.02,0.0,0.01,Moldova_2013
1453,2014,Moldova,MDA,20658520064.0,4073407,3.48,1.02,0.465,0.366,1.751,2.176,0.0,0.001,4.759,0.03,0.0,0.03,0.02,0.0,0.01,Moldova_2014
1454,2015,Moldova,MDA,20576700416.0,4070705,3.47,0.93,0.443,0.37,1.68,2.288,0.0,0.001,4.782,0.03,0.0,0.02,0.02,0.0,0.01,Moldova_2015
1456,2017,Moldova,MDA,22402852864.0,4059687,3.49,1.08,0.538,0.403,1.726,2.554,0.0,0.0,5.221,0.04,0.0,0.02,0.02,0.0,0.01,Moldova_2017
1457,2018,Moldova,MDA,23299414016.0,4051950,3.45,1.18,0.578,0.308,1.877,2.669,0.0,0.001,5.433,0.04,0.0,0.03,0.02,0.0,0.01,Moldova_2018
1459,1993,Morocco,MAR,107016000000.0,26155204,7.87,5.41,2.732,4.763,0.048,19.237,0.0,0.0,26.779,0.49,0.06,0.0,0.21,0.0,0.12,Morocco_1993
1460,1994,Morocco,MAR,118566000000.0,26584472,8.15,6.11,2.714,5.309,0.044,20.057,0.0,0.0,28.124,0.46,0.06,0.0,0.22,0.0,0.12,Morocco_1994
1461,1995,Morocco,MAR,112180000000.0,26994256,8.19,5.7,2.718,6.314,0.026,19.693,0.0,0.0,28.75,0.43,0.07,0.0,0.21,0.0,0.12,Morocco_1995
1462,1996,Morocco,MAR,125860000000.0,27383472,8.53,6.32,2.778,8.051,0.033,18.663,0.0,0.0,29.525,0.43,0.09,0.0,0.19,0.0,0.12,Morocco_1996
1464,1998,Morocco,MAR,132482000000.0,28110448,8.9,6.6,3.086,8.57,0.066,19.159,0.0,3.55e-15,30.881,0.47,0.1,0.0,0.19,0.0,0.13,Morocco_1998
1466,2000,Morocco,MAR,136311000000.0,28793672,9.54,6.95,3.326,10.028,0.088,19.756,0.0,0.001,33.199,0.46,0.11,0.0,0.19,0.0,0.13,Morocco_2000
1467,2001,Morocco,MAR,146279000000.0,29126322,9.55,7.06,4.079,12.773,0.084,19.87,0.0,0.0,36.806,0.55,0.14,0.0,0.19,0.0,0.14,Morocco_2001
1468,2002,Morocco,MAR,150894000000.0,29454766,9.54,7.38,4.132,13.105,0.084,19.985,0.0,0.0,37.306,0.52,0.14,0.0,0.19,0.0,0.14,Morocco_2002
1469,2003,Morocco,MAR,159965000000.0,29782884,9.69,7.4,4.184,12.234,0.081,20.071,0.0,0.0,36.57,0.49,0.12,0.0,0.19,0.0,0.13,Morocco_2003
1470,2004,Morocco,MAR,167761000000.0,30115196,10.2,7.74,4.395,13.689,0.099,24.043,0.0,0.0,42.226,0.48,0.13,0.0,0.22,0.0,0.15,Morocco_2004
1471,2005,Morocco,MAR,173625000000.0,30455562,10.23,8.11,4.364,14.084,0.868,25.344,0.0,0.001,44.661,0.45,0.12,0.02,0.23,0.0,0.15,Morocco_2005
1472,2006,Morocco,MAR,187290000000.0,30804690,10.37,8.49,4.472,14.699,1.095,25.983,0.0,0.0,46.249,0.43,0.12,0.02,0.23,0.0,0.15,Morocco_2006
1473,2007,Morocco,MAR,194460000000.0,31163670,10.3,7.93,5.004,15.078,1.242,27.588,0.0,0.001,48.913,0.45,0.12,0.02,0.25,0.0,0.16,Morocco_2007
1474,2008,Morocco,MAR,206523000000.0,31536806,10.38,8.03,5.455,14.121,1.114,30.679,0.0,0.0,51.369,0.48,0.11,0.02,0.27,0.0,0.16,Morocco_2008
1475,2009,Morocco,MAR,215877000000.0,31929088,10.38,7.9,5.598,13.168,1.209,30.884,0.0,0.001,50.86,0.48,0.1,0.02,0.28,0.0,0.16,Morocco_2009
1476,2010,Morocco,MAR,224738000000.0,32343384,10.61,8.07,5.359,13.223,1.304,34.478,0.0,0.001,54.365,0.43,0.09,0.02,0.3,0.0,0.16,Morocco_2010
1477,2011,Morocco,MAR,237166000000.0,32781860,11.01,8.44,5.191,11.465,1.638,36.574,0.0,7.11e-15,54.868,0.39,0.08,0.03,0.32,0.0,0.16,Morocco_2011
1478,2012,Morocco,MAR,244646000000.0,33241898,11.1,8.0,5.838,11.462,2.396,37.258,0.0,0.0,56.954,0.42,0.08,0.04,0.32,0.0,0.16,Morocco_2012
1480,2014,Morocco,MAR,262911000000.0,34192360,11.48,8.67,5.171,15.3,2.246,34.458,0.0,0.0,57.175,0.35,0.1,0.03,0.3,0.0,0.16,Morocco_2014
1482,2016,Morocco,MAR,279437000000.0,35126272,11.67,7.83,5.205,16.235,2.363,34.654,0.0,0.0,58.457,0.35,0.11,0.03,0.29,0.0,0.16,Morocco_2016
1483,2017,Morocco,MAR,291271000000.0,35581256,11.77,9.21,5.577,16.876,2.345,36.831,0.0,0.0,61.629,0.37,0.12,0.03,0.3,0.0,0.17,Morocco_2017
1484,2018,Morocco,MAR,299980000000.0,36029088,11.97,9.37,5.577,18.72,2.114,35.884,0.0,7.11e-15,62.295,0.36,0.13,0.03,0.29,0.0,0.17,Morocco_2018
1485,1992,Myanmar,MMR,51891175424.0,42401688,48.15,15.85,0.189,0.121,1.616,2.906,0.011,0.0,4.842,0.04,0.0,0.04,0.03,0.0,0.02,Myanmar_1992
1486,1993,Myanmar,MMR,54198382592.0,42889992,50.04,16.1,0.162,0.051,1.993,3.081,0.015,0.001,5.303,0.03,0.0,0.05,0.03,0.01,0.02,Myanmar_1993
1487,1994,Myanmar,MMR,57338249216.0,43383420,51.33,16.61,0.191,0.04,2.492,3.451,0.022,0.0,6.196,0.03,0.0,0.06,0.04,0.01,0.03,Myanmar_1994
1488,1995,Myanmar,MMR,60452843520.0,43901596,52.92,16.86,0.209,0.066,2.788,3.829,0.015,8.88e-16,6.907,0.03,0.0,0.07,0.04,0.01,0.03,Myanmar_1995
1489,1996,Myanmar,MMR,63378620416.0,44452204,53.36,14.87,0.204,0.048,3.026,3.909,0.015,0.001,7.203,0.03,0.0,0.07,0.04,0.01,0.03,Myanmar_1996
1490,1997,Myanmar,MMR,65935163392.0,45027224,51.65,14.68,0.209,0.051,3.27,3.889,0.026,8.88e-16,7.445,0.03,0.0,0.07,0.04,0.01,0.03,Myanmar_1997
1491,1998,Myanmar,MMR,68698886144.0,45611220,55.38,15.93,0.147,0.055,3.15,4.673,0.011,0.0,8.036,0.02,0.0,0.07,0.05,0.0,0.03,Myanmar_1998
1492,1999,Myanmar,MMR,75075469312.0,46181076,59.16,16.44,0.136,0.366,2.979,5.423,0.026,0.0,8.93,0.02,0.0,0.06,0.05,0.01,0.04,Myanmar_1999
1495,2002,Myanmar,MMR,101591000000.0,47702164,54.1,15.37,0.188,1.235,2.301,5.412,0.018,0.0,9.154,0.02,0.01,0.05,0.05,0.01,0.04,Myanmar_2002
1496,2003,Myanmar,MMR,113781000000.0,48148908,58.63,19.18,0.227,0.601,3.057,5.887,0.007,1.78e-15,9.779,0.03,0.01,0.06,0.06,0.0,0.04,Myanmar_2003
1497,2004,Myanmar,MMR,127116000000.0,48564488,65.04,24.18,0.206,0.729,5.157,6.267,0.011,1.78e-15,12.37,0.02,0.01,0.1,0.06,0.0,0.04,Myanmar_2004
1498,2005,Myanmar,MMR,142039000000.0,48949928,62.9,19.86,0.214,0.586,5.456,5.262,0.011,0.0,11.529,0.02,0.01,0.1,0.05,0.0,0.04,Myanmar_2005
1499,2006,Myanmar,MMR,158029000000.0,49301052,66.38,20.03,0.223,0.952,6.135,5.454,0.015,0.0,12.779,0.02,0.01,0.11,0.05,0.0,0.04,Myanmar_2006
1500,2007,Myanmar,MMR,174123000000.0,49621480,71.12,24.56,0.234,0.821,6.167,5.558,0.015,0.0,12.794,0.02,0.01,0.11,0.05,0.0,0.04,Myanmar_2007
1501,2008,Myanmar,MMR,177513000000.0,49929640,67.08,19.8,0.258,0.649,3.649,5.155,0.011,1.78e-15,9.722,0.02,0.0,0.06,0.05,0.0,0.03,Myanmar_2008
1503,2010,Myanmar,MMR,189724000000.0,50600828,73.72,25.12,0.204,1.231,4.141,7.495,0.011,0.001,13.083,0.02,0.01,0.07,0.07,0.0,0.04,Myanmar_2010
1506,2013,Myanmar,MMR,229512000000.0,51852464,69.33,23.67,0.429,1.143,4.203,7.152,0.011,0.0,12.938,0.03,0.01,0.06,0.06,0.0,0.04,Myanmar_2013
1507,2014,Myanmar,MMR,247629000000.0,52280816,71.44,26.08,0.503,1.158,4.829,9.666,0.015,0.0,16.17,0.03,0.01,0.07,0.08,0.0,0.05,Myanmar_2014
1508,2015,Myanmar,MMR,265615000000.0,52680724,73.77,26.45,0.377,0.927,10.847,9.939,0.018,0.001,22.109,0.03,0.01,0.16,0.08,0.0,0.06,Myanmar_2015
1509,2016,Myanmar,MMR,282252000000.0,53045200,71.99,24.19,0.962,1.927,8.079,14.286,0.183,0.0,25.437,0.07,0.01,0.12,0.12,0.05,0.07,Myanmar_2016
1510,2017,Myanmar,MMR,298481000000.0,53382520,73.99,26.1,2.091,1.971,8.464,12.241,0.0,0.001,24.768,0.14,0.01,0.12,0.1,0.0,0.07,Myanmar_2017
1511,2018,Myanmar,MMR,317599000000.0,53708316,76.43,26.33,1.588,2.473,9.429,19.191,0.0,0.0,32.68,0.1,0.02,0.13,0.16,0.0,0.09,Myanmar_2018
1512,1992,Netherlands,NLD,433595000000.0,15165856,29.54,15.99,0.449,31.239,79.3,57.125,0.752,1.15,170.015,0.08,0.37,2.0,0.62,0.32,0.75,Netherlands_1992
1513,1993,Netherlands,NLD,441586000000.0,15268005,28.92,16.35,0.458,31.582,81.861,54.448,0.685,1.172,170.206,0.08,0.37,2.01,0.59,0.29,0.75,Netherlands_1993
1514,1994,Netherlands,NLD,457294000000.0,15369121,28.16,16.04,0.463,34.655,78.7,55.004,0.619,1.347,170.788,0.08,0.4,1.92,0.6,0.26,0.74,Netherlands_1994
1515,1995,Netherlands,NLD,474288000000.0,15467852,27.45,15.65,0.428,34.701,81.003,54.318,0.552,1.298,172.3,0.07,0.39,1.92,0.58,0.23,0.73,Netherlands_1995
1516,1996,Netherlands,NLD,494052000000.0,15563252,26.8,15.59,0.316,33.336,90.0,56.05,0.496,1.255,181.453,0.05,0.37,2.04,0.58,0.21,0.75,Netherlands_1996
1517,1997,Netherlands,NLD,518268000000.0,15655482,25.95,15.34,0.376,32.503,84.033,55.779,0.606,1.197,174.494,0.06,0.36,1.9,0.57,0.25,0.72,Netherlands_1997
1518,1998,Netherlands,NLD,544860000000.0,15745650,25.09,15.02,0.432,33.088,83.208,57.125,0.419,1.191,175.463,0.07,0.38,1.85,0.58,0.18,0.72,Netherlands_1998
1519,1999,Netherlands,NLD,575704000000.0,15835525,24.19,14.78,0.517,29.036,81.289,57.678,0.308,1.109,169.937,0.08,0.33,1.76,0.57,0.14,0.69,Netherlands_1999
1520,2000,Netherlands,NLD,603576000000.0,15926188,23.18,14.32,0.469,30.337,81.326,57.508,0.351,1.094,171.085,0.07,0.34,1.72,0.56,0.13,0.68,Netherlands_2000
1521,2001,Netherlands,NLD,619964000000.0,16018112,22.58,13.68,0.478,32.356,83.39,58.557,0.254,1.176,176.211,0.06,0.36,1.74,0.56,0.09,0.69,Netherlands_2001
1522,2002,Netherlands,NLD,624207000000.0,16110355,21.58,13.14,0.489,32.617,82.497,57.663,1.202,1.103,175.571,0.06,0.34,1.68,0.56,0.42,0.67,Netherlands_2002
1523,2003,Netherlands,NLD,629606000000.0,16200948,20.8,12.99,0.434,33.694,83.107,59.537,1.127,1.11,179.009,0.05,0.33,1.63,0.56,0.39,0.65,Netherlands_2003
1524,2004,Netherlands,NLD,646100000000.0,16287183,20.42,13.63,0.446,33.228,85.427,59.596,1.08,1.119,180.896,0.05,0.3,1.62,0.54,0.35,0.63,Netherlands_2004
1525,2005,Netherlands,NLD,663884000000.0,16367153,19.02,13.59,0.421,31.995,82.843,59.339,1.161,1.163,176.922,0.04,0.28,1.54,0.53,0.35,0.6,Netherlands_2005
1526,2006,Netherlands,NLD,691220000000.0,16440092,18.4,13.54,0.4,30.441,80.277,58.69,1.147,1.143,172.098,0.04,0.25,1.45,0.52,0.34,0.56,Netherlands_2006
1527,2007,Netherlands,NLD,720938000000.0,16506652,18.21,12.12,0.403,32.719,77.784,58.617,1.211,1.147,171.881,0.04,0.26,1.36,0.52,0.35,0.55,Netherlands_2007
1528,2008,Netherlands,NLD,737432000000.0,16568105,18.33,8.62,0.399,31.729,81.492,59.07,1.0,1.172,174.862,0.04,0.24,1.39,0.53,0.28,0.55,Netherlands_2008
1529,2009,Netherlands,NLD,713757000000.0,16626379,18.14,8.56,0.416,29.238,81.913,55.794,1.127,1.051,169.539,0.04,0.22,1.42,0.51,0.31,0.54,Netherlands_2009
1530,2010,Netherlands,NLD,727959000000.0,16682928,17.99,8.35,0.348,30.219,91.742,56.986,1.134,1.109,181.538,0.03,0.22,1.48,0.5,0.31,0.54,Netherlands_2010
1531,2011,Netherlands,NLD,744361000000.0,16738191,17.48,8.21,0.351,29.405,79.945,56.4,0.977,1.193,168.271,0.03,0.2,1.25,0.5,0.28,0.49,Netherlands_2011
1532,2012,Netherlands,NLD,736498000000.0,16791850,17.19,8.29,0.308,31.74,76.253,54.31,0.864,1.225,164.7,0.02,0.21,1.17,0.47,0.24,0.47,Netherlands_2012
1533,2013,Netherlands,NLD,735093000000.0,16843512,17.27,8.2,0.274,32.444,76.947,52.679,1.137,1.204,164.685,0.02,0.22,1.17,0.45,0.31,0.47,Netherlands_2013
1534,2014,Netherlands,NLD,745518000000.0,16892518,17.27,8.5,0.282,35.797,67.011,52.207,1.092,1.274,157.663,0.02,0.24,1.01,0.45,0.29,0.44,Netherlands_2014
1535,2015,Netherlands,NLD,760077000000.0,16938492,17.5,8.83,0.249,43.557,66.165,51.919,1.037,1.273,164.2,0.02,0.3,0.98,0.44,0.28,0.46,Netherlands_2015
1536,2016,Netherlands,NLD,776582000000.0,16981286,17.44,8.6,0.239,40.079,68.997,53.208,1.099,1.303,164.925,0.02,0.28,0.99,0.44,0.28,0.47,Netherlands_2016
1537,2017,Netherlands,NLD,799188000000.0,17021344,16.59,8.4,0.298,36.059,70.744,53.008,1.118,1.383,162.61,0.02,0.25,0.99,0.44,0.26,0.45,Netherlands_2017
1539,1992,New Zealand,NZL,73699155968.0,3503194,32.15,14.61,0.477,4.922,8.443,13.303,0.54,0.59,28.275,0.09,0.06,0.21,0.14,0.23,0.13,New Zealand_1992
1540,1993,New Zealand,NZL,77452075008.0,3564473,32.12,14.51,0.489,4.889,8.182,13.173,0.518,0.612,27.863,0.09,0.06,0.2,0.14,0.22,0.12,New Zealand_1993
1541,1994,New Zealand,NZL,82753609728.0,3623272,32.9,14.95,0.497,4.627,7.648,14.089,0.541,0.626,28.028,0.08,0.05,0.19,0.15,0.23,0.12,New Zealand_1994
1543,1996,New Zealand,NZL,89915654144.0,3717352,33.23,14.88,0.51,4.585,8.093,14.9,0.666,0.623,29.377,0.08,0.05,0.18,0.16,0.28,0.12,New Zealand_1996
1545,1998,New Zealand,NZL,93578371072.0,3783976,32.84,14.48,0.489,4.519,7.969,15.501,0.705,0.748,29.931,0.07,0.05,0.18,0.16,0.3,0.12,New Zealand_1998
1546,1999,New Zealand,NZL,97884487680.0,3818128,33.17,14.88,0.532,4.619,9.135,15.805,0.616,0.831,31.538,0.08,0.05,0.2,0.16,0.28,0.13,New Zealand_1999
1547,2000,New Zealand,NZL,101981000000.0,3858992,32.62,14.79,0.531,4.409,9.468,16.467,0.593,0.871,32.339,0.07,0.05,0.2,0.16,0.22,0.13,New Zealand_2000
1549,2002,New Zealand,NZL,109930000000.0,3963202,33.71,15.7,0.551,5.421,9.843,17.312,0.594,0.939,34.66,0.07,0.06,0.2,0.17,0.21,0.13,New Zealand_2002
1550,2003,New Zealand,NZL,115145000000.0,4022074,33.88,15.98,0.534,7.74,8.455,18.107,0.611,0.854,36.301,0.06,0.08,0.17,0.17,0.21,0.13,New Zealand_2003
1551,2004,New Zealand,NZL,120377000000.0,4080421,33.79,15.27,0.488,8.013,7.265,18.473,0.863,0.851,35.953,0.05,0.07,0.14,0.17,0.28,0.13,New Zealand_2004
1553,2006,New Zealand,NZL,127255000000.0,4185881,33.89,15.23,0.545,8.796,7.666,18.784,0.96,0.792,37.543,0.05,0.07,0.14,0.17,0.29,0.12,New Zealand_2006
1554,2007,New Zealand,NZL,132483000000.0,4233046,33.78,15.15,0.687,6.726,8.403,18.991,1.018,0.832,36.657,0.06,0.05,0.15,0.17,0.29,0.12,New Zealand_2007
1557,2010,New Zealand,NZL,135625000000.0,4370060,33.43,14.36,0.557,5.458,8.51,18.194,1.505,0.807,35.031,0.04,0.04,0.14,0.16,0.41,0.11,New Zealand_2010
1559,2012,New Zealand,NZL,141964000000.0,4468462,33.87,14.76,0.569,6.853,8.402,18.167,1.279,0.868,36.138,0.04,0.05,0.13,0.16,0.35,0.1,New Zealand_2012
1560,2013,New Zealand,NZL,144952000000.0,4518519,33.69,14.74,0.586,6.013,8.337,18.546,1.093,0.73,35.305,0.04,0.04,0.13,0.16,0.3,0.1,New Zealand_2013
1562,2015,New Zealand,NZL,153715000000.0,4614527,33.1,15.18,0.621,5.47,8.431,19.379,1.377,0.793,36.071,0.04,0.04,0.12,0.16,0.37,0.1,New Zealand_2015
1563,2016,New Zealand,NZL,159814000000.0,4659265,33.08,15.1,0.486,4.465,7.869,19.489,1.239,0.757,34.305,0.03,0.03,0.11,0.16,0.32,0.1,New Zealand_2016
1564,2017,New Zealand,NZL,165842000000.0,4702029,32.86,15.15,0.444,4.669,8.493,20.363,1.198,0.688,35.855,0.03,0.03,0.12,0.17,0.28,0.1,New Zealand_2017
1565,2018,New Zealand,NZL,171014000000.0,4743131,32.71,15.19,0.418,5.196,7.879,20.526,1.072,0.698,35.789,0.03,0.04,0.11,0.17,0.26,0.1,New Zealand_2018
1566,1992,Nigeria,NGA,181866000000.0,100161712,138.61,21.93,1.432,0.139,9.592,35.102,0.0,0.0,46.265,0.27,0.0,0.24,0.38,0.0,0.2,Nigeria_1992
1567,1993,Nigeria,NGA,188894000000.0,102700752,140.24,22.53,1.308,0.022,10.478,33.006,0.0,0.0,44.814,0.24,0.0,0.26,0.36,0.0,0.2,Nigeria_1993
1568,1994,Nigeria,NGA,193991000000.0,105293704,142.66,22.92,1.072,0.066,10.269,23.528,0.0,0.0,34.935,0.18,0.0,0.25,0.25,0.0,0.15,Nigeria_1994
1569,1995,Nigeria,NGA,202398000000.0,107948336,138.83,23.11,1.06,0.051,10.066,22.239,0.0,0.001,33.417,0.17,0.0,0.24,0.24,0.0,0.14,Nigeria_1995
1570,1996,Nigeria,NGA,215950000000.0,110668784,146.6,26.42,1.035,0.022,10.201,25.531,0.0,7.11e-15,36.789,0.16,0.0,0.23,0.27,0.0,0.15,Nigeria_1996
1572,1998,Nigeria,NGA,239845000000.0,116319768,128.94,28.71,1.095,0.033,11.029,25.589,0.0,7.11e-15,37.746,0.17,0.0,0.25,0.26,0.0,0.16,Nigeria_1998
1573,1999,Nigeria,NGA,247535000000.0,119260056,118.49,28.56,1.012,0.044,11.608,26.923,0.0,7.11e-15,39.587,0.15,0.0,0.25,0.27,0.0,0.16,Nigeria_1999
1574,2000,Nigeria,NGA,268133000000.0,122283848,118.44,29.25,1.011,0.007,13.179,31.54,33.086,0.0,78.823,0.14,0.0,0.28,0.31,12.27,0.31,Nigeria_2000
1577,2003,Nigeria,NGA,387286000000.0,131900640,115.07,28.37,0.919,0.062,20.097,34.203,44.726,0.001,100.008,0.11,0.0,0.39,0.32,15.51,0.37,Nigeria_2003
1578,2004,Nigeria,NGA,438819000000.0,135320416,117.46,28.35,0.915,0.022,20.507,30.847,46.394,0.0,98.685,0.1,0.0,0.39,0.28,14.91,0.34,Nigeria_2004
1580,2006,Nigeria,NGA,527646000000.0,142538320,117.14,30.4,1.296,0.022,21.618,31.979,42.894,0.0,97.809,0.12,0.0,0.39,0.29,12.86,0.32,Nigeria_2006
1581,2007,Nigeria,NGA,581025000000.0,146339968,115.45,29.85,1.82,0.062,22.233,27.26,42.894,0.001,94.27,0.16,0.0,0.39,0.24,12.31,0.3,Nigeria_2007
1582,2008,Nigeria,NGA,638943000000.0,150269632,114.32,30.59,3.846,0.084,20.654,33.5,36.688,0.0,94.772,0.34,0.0,0.35,0.3,10.12,0.3,Nigeria_2008
1583,2009,Nigeria,NGA,709980000000.0,154324944,110.69,29.92,3.851,0.092,18.053,27.253,25.637,0.0,74.885,0.33,0.0,0.31,0.25,6.98,0.24,Nigeria_2009
1585,2011,Nigeria,NGA,871191000000.0,162805072,122.94,33.31,4.59,0.084,28.003,69.442,27.45,0.0,129.569,0.34,0.0,0.44,0.61,7.75,0.38,Nigeria_2011
1586,2012,Nigeria,NGA,909649000000.0,167228800,123.87,34.45,6.118,0.128,28.872,55.858,25.355,1.42e-14,116.331,0.44,0.0,0.44,0.49,6.96,0.33,Nigeria_2012
1587,2013,Nigeria,NGA,959939000000.0,171765808,122.65,35.52,7.785,0.117,28.63,62.268,23.299,0.0,122.098,0.54,0.0,0.44,0.54,6.3,0.35,Nigeria_2013
1589,2015,Nigeria,NGA,1048700000000.0,181137456,124.08,36.11,8.137,0.125,32.448,54.125,18.635,0.0,113.47,0.57,0.0,0.48,0.46,5.0,0.32,Nigeria_2015
1590,2016,Nigeria,NGA,1032470000000.0,185960256,127.52,38.69,8.525,0.121,30.881,60.557,15.737,0.0,115.821,0.58,0.0,0.44,0.51,4.06,0.33,Nigeria_2016
1591,2017,Nigeria,NGA,1040790000000.0,190873248,131.59,39.81,7.362,0.121,32.415,58.488,15.656,0.001,114.043,0.49,0.0,0.46,0.48,3.7,0.32,Nigeria_2017
1593,1992,North Macedonia,MKD,15098989568.0,1988659,2.37,0.68,0.213,7.617,0.0,3.155,0.0,0.0,10.985,0.04,0.09,0.0,0.03,0.0,0.05,North Macedonia_1992
1595,1994,North Macedonia,MKD,13843362816.0,1981713,2.31,0.98,0.198,7.903,0.0,2.433,0.0,1.78e-15,10.534,0.03,0.09,0.0,0.03,0.0,0.05,North Macedonia_1994
1596,1995,North Macedonia,MKD,13754777600.0,1983259,2.34,0.94,0.213,8.141,0.0,2.283,0.0,1.78e-15,10.637,0.03,0.09,0.0,0.02,0.0,0.05,North Macedonia_1995
1597,1996,North Macedonia,MKD,13985296384.0,1989441,2.34,0.94,0.198,7.915,0.0,3.571,0.0,0.0,11.684,0.03,0.09,0.0,0.04,0.0,0.05,North Macedonia_1996
1598,1997,North Macedonia,MKD,14249369600.0,1999588,2.32,0.87,0.202,7.398,0.0,2.979,0.0,0.0,10.578,0.03,0.08,0.0,0.03,0.0,0.04,North Macedonia_1997
1599,1998,North Macedonia,MKD,14789551104.0,2012052,2.28,0.8,0.187,9.61,0.04,2.734,0.0,0.0,12.571,0.03,0.11,0.0,0.03,0.0,0.05,North Macedonia_1998
1600,1999,North Macedonia,MKD,15508166656.0,2024393,2.18,0.74,0.212,8.692,0.077,2.685,0.0,0.0,11.666,0.03,0.1,0.0,0.03,0.0,0.05,North Macedonia_1999
1602,2001,North Macedonia,MKD,15900560384.0,2042844,2.18,0.62,0.253,9.211,0.165,2.297,0.0,0.0,11.926,0.03,0.1,0.0,0.02,0.0,0.05,North Macedonia_2001
1603,2002,North Macedonia,MKD,16235362304.0,2048929,2.16,0.58,0.242,7.892,0.172,2.561,0.0,0.0,10.867,0.03,0.08,0.0,0.02,0.0,0.04,North Macedonia_2002
1604,2003,North Macedonia,MKD,16692704256.0,2053426,2.23,0.57,0.308,8.239,0.15,2.529,0.0,0.0,11.226,0.04,0.08,0.0,0.02,0.0,0.04,North Macedonia_2003
1605,2004,North Macedonia,MKD,17567377408.0,2057044,2.27,0.61,0.297,8.076,0.136,2.597,0.0,0.0,11.106,0.03,0.07,0.0,0.02,0.0,0.04,North Macedonia_2004
1607,2006,North Macedonia,MKD,19516264448.0,2063132,2.27,0.59,0.366,7.449,0.154,2.865,0.0,0.0,10.834,0.03,0.06,0.0,0.03,0.0,0.04,North Macedonia_2006
1609,2008,North Macedonia,MKD,22095099904.0,2067309,2.31,0.57,0.359,5.936,0.224,2.777,0.0,0.0,9.296,0.03,0.04,0.0,0.02,0.0,0.03,North Macedonia_2008
1610,2009,North Macedonia,MKD,22109681664.0,2069030,2.24,0.55,0.356,5.278,0.147,2.811,0.0,1.78e-15,8.592,0.03,0.04,0.0,0.03,0.0,0.03,North Macedonia_2009
1611,2010,North Macedonia,MKD,22959144960.0,2070737,2.29,0.57,0.315,5.223,0.22,2.743,0.0,0.0,8.5,0.03,0.04,0.0,0.02,0.0,0.03,North Macedonia_2010
1612,2011,North Macedonia,MKD,23603470336.0,2072483,2.34,0.57,0.359,5.818,0.253,2.766,0.0,0.001,9.197,0.03,0.04,0.0,0.02,0.0,0.03,North Macedonia_2011
